Year,Make,Model,Class,Drive,Transmission,Engine Cylinders,Engine Index,Engine Displacement,Turbocharger,Supercharger,Fuel Type,Combined MPG,City MPG,Highway MPG,Annual Fuel Cost
2008,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,6,152,3.7,No,No,Regular Gasoline,19,17,22,2100
2008,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,154,5,No,No,Regular Gasoline,17,15,21,2100
2008,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic (S6),8,134,5,No,No,Regular Gasoline,16,14,19,1850
2008,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,6,153,3.7,No,No,Regular Gasoline,18,16,21,1750
2008,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,8,155,5,No,No,Regular Gasoline,16,14,19,1650
2008,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic (S6),6,533,3.7,No,No,Regular Gasoline,18,16,21,1750
2008,Chrysler,Town and Country,Minivan - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,540,3.6,No,No,Regular Gasoline,20,17,25,1500
2008,Dodge,Grand Caravan,Minivan - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,541,3.6,No,No,Regular Gasoline,20,17,25,2350
2008,Volkswagen,Routan,Minivan - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,542,3.6,No,No,Regular Gasoline,20,17,25,2500
2008,Dodge,Durango 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 5-Speed,6,35,3.6,No,No,Regular Gasoline,19,16,23,2350
2008,Dodge,Journey FWD,Sport Utility Vehicle - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,531,3.6,No,No,Regular Gasoline,20,17,25,2500
2008,Dodge,Durango 4WD,Sport Utility Vehicle - 4WD,4-Wheel Drive,Automatic 5-Speed,6,36,3.6,No,No,Regular Gasoline,18,16,22,1650
2008,Bentley,Continental Supersports,Two Seaters,All-Wheel Drive,Automatic (S6),12,15,6,Yes,No,Premium Gasoline,14,12,19,1450
2008,Bentley,Continental Supersports Convertible,Subcompact Cars,All-Wheel Drive,Automatic (S6),12,13,6,Yes,No,Premium Gasoline,14,12,19,2500
2008,Bentley,Continental GT,Compact Cars,All-Wheel Drive,Automatic (S6),12,14,6,Yes,No,Premium Gasoline,14,12,19,2350
2008,Bentley,Continental Flying Spur,Midsize Cars,All-Wheel Drive,Automatic (S6),12,12,6,Yes,No,Premium Gasoline,14,11,19,1750
2008,Chevrolet,Express 1500 2WD Cargo,"Vans, Cargo Type",Rear-Wheel Drive,Automatic 4-Speed,8,514,5.3,No,No,Regular Gasoline,15,13,18,3000
2008,Chevrolet,Express 1500 2WD Conversion Cargo,"Vans, Cargo Type",Rear-Wheel Drive,Automatic 4-Speed,8,515,5.3,No,No,Regular Gasoline,14,13,17,3000
2008,Chevrolet,Express 1500 AWD Cargo,"Vans, Cargo Type",All-Wheel Drive,Automatic 4-Speed,8,519,5.3,No,No,Regular Gasoline,14,13,17,3000
2008,Chevrolet,Express 1500 AWD Conversion Cargo,"Vans, Cargo Type",All-Wheel Drive,Automatic 4-Speed,8,517,5.3,No,No,Regular Gasoline,14,13,17,3000
2008,GMC,Savana 1500 2WD (cargo),"Vans, Cargo Type",Rear-Wheel Drive,Automatic 4-Speed,8,562,5.3,No,No,Regular Gasoline,15,13,18,3000
2008,GMC,Savana 1500 2WD Conversion (cargo),"Vans, Cargo Type",Rear-Wheel Drive,Automatic 4-Speed,8,563,5.3,No,No,Regular Gasoline,14,13,17,1650
2008,GMC,Savana 1500  AWD (cargo),"Vans, Cargo Type",All-Wheel Drive,Automatic 4-Speed,8,566,5.3,No,No,Regular Gasoline,14,13,17,1650
2008,GMC,Savana 1500  AWD Conversion (cargo),"Vans, Cargo Type",All-Wheel Drive,Automatic 4-Speed,8,567,5.3,No,No,Regular Gasoline,14,13,17,1750
2008,Chevrolet,Express 1500 2WD Passenger,"Vans, Passenger Type",Rear-Wheel Drive,Automatic 4-Speed,8,513,5.3,No,No,Regular Gasoline,14,13,17,1600
2008,Chevrolet,Express 1500 AWD Passenger,"Vans, Passenger Type",All-Wheel Drive,Automatic 4-Speed,8,518,5.3,No,No,Regular Gasoline,14,13,17,1500
2008,GMC,Savana 1500 2WD (Passenger),"Vans, Passenger Type",Rear-Wheel Drive,Automatic 4-Speed,8,559,5.3,No,No,Regular Gasoline,14,13,17,1600
2008,GMC,Savana 1500 AWD (Passenger),"Vans, Passenger Type",All-Wheel Drive,Automatic 4-Speed,8,565,5.3,No,No,Regular Gasoline,14,13,17,1450
2008,Chrysler,200 Convertible,Compact Cars,Front-Wheel Drive,Automatic 6-Speed,6,211,3.6,No,No,Regular Gasoline,22,19,28,1450
2008,Saab,9-3 Sport Sedan,Compact Cars,Front-Wheel Drive,Automatic (S6),4,64,2,Yes,No,Regular Gasoline,22,19,29,2200
2008,Saab,9-3 Sport Sedan,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,65,2,Yes,No,Regular Gasoline,24,20,32,2350
2008,Buick,Regal,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,1,2,Yes,No,Regular Gasoline,22,18,29,2200
2008,Buick,Regal,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,5,2,Yes,No,Regular Gasoline,24,20,31,2500
2008,Buick,LaCrosse,Midsize Cars,Front-Wheel Drive,Automatic (S6),6,7,3.6,No,No,Regular Gasoline,21,17,27,2500
2008,Buick,LaCrosse AWD,Midsize Cars,All-Wheel Drive,Automatic (S6),6,8,3.6,No,No,Regular Gasoline,20,16,26,1850
2008,Chevrolet,Malibu,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,39,2.4,No,No,Regular Gasoline,26,22,33,1950
2008,Chrysler,200,Midsize Cars,Front-Wheel Drive,Automatic 6-Speed,6,209,3.6,No,No,Regular Gasoline,22,19,28,2050
2009,Dodge,Avenger,Midsize Cars,Front-Wheel Drive,Automatic 6-Speed,6,210,3.6,No,No,Regular Gasoline,22,19,28,2050
2009,Ford,Fusion AWD FFV,Midsize Cars,All-Wheel Drive,Automatic (S6),6,73,3,No,No,Regular Gasoline,20,18,25,1500
2009,Ford,Fusion FWD FFV,Midsize Cars,Front-Wheel Drive,Automatic (S6),6,81,3,No,No,Regular Gasoline,23,20,28,1850
2009,Saab,9-5 Sedan,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,74,2,Yes,No,Regular Gasoline,21,18,28,1350
2009,Saab,9-5 Sedan,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,75,2,Yes,No,Regular Gasoline,24,20,32,1750
2009,Chevrolet,Impala,Large Cars,Front-Wheel Drive,Automatic 6-Speed,6,41,3.6,No,No,Regular Gasoline,22,18,29,2350
2009,Saab,9-3 SportCombi,Small Station Wagons,Front-Wheel Drive,Automatic (S6),4,66,2,Yes,No,Regular Gasoline,21,18,28,2500
2009,Saab,9-3 SportCombi,Small Station Wagons,Front-Wheel Drive,Manual 6-Speed,4,67,2,Yes,No,Regular Gasoline,24,20,32,2500
2009,Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,544,5.3,No,No,Regular Gasoline,17,15,21,2500
2009,Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,545,6.2,No,No,Regular Gasoline,14,13,18,2500
2009,Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 4-Speed,8,547,4.8,No,No,Regular Gasoline,16,14,19,2500
2009,Chevrolet,Silverado C15 XFE 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,549,5.3,No,No,Regular Gasoline,18,15,22,2900
2009,GMC,Sierra C15 XFE 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,595,5.3,No,No,Regular Gasoline,18,15,22,2900
2009,GMC,Sierra C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,596,5.3,No,No,Regular Gasoline,17,15,21,2700
2009,GMC,Sierra C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,597,6.2,No,No,Regular Gasoline,14,13,18,2700
2009,GMC,Sierra C15 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 4-Speed,8,599,4.8,No,No,Regular Gasoline,16,14,19,2900
2009,Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,8,550,5.3,No,No,Regular Gasoline,17,15,21,2700
2009,Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,8,551,6.2,No,No,Regular Gasoline,14,12,18,2900
2009,Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 4-Speed,8,553,4.8,No,No,Regular Gasoline,15,13,18,1600
2009,GMC,Sierra K15 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,8,601,5.3,No,No,Regular Gasoline,17,15,21,1350
2009,GMC,Sierra K15 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,8,602,6.2,No,No,Regular Gasoline,14,12,18,2200
2009,GMC,Sierra K15 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 4-Speed,8,604,4.8,No,No,Regular Gasoline,15,13,18,2050
2009,GMC,Sierra K15 AWD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,8,606,6.2,No,No,Regular Gasoline,14,12,18,2500
2009,Chrysler,Town and Country,Minivan - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,540,3.6,No,No,Regular Gasoline,20,17,25,1950
2009,Dodge,Grand Caravan,Minivan - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,541,3.6,No,No,Regular Gasoline,20,17,25,2350
2009,Volkswagen,Routan,Minivan - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,542,3.6,No,No,Regular Gasoline,20,17,25,2050
2009,Cadillac,Escalade 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,505,6.2,No,No,Regular Gasoline,16,14,18,2500
2009,Cadillac,Escalade ESV 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,506,6.2,No,No,Regular Gasoline,16,14,18,2050
2009,Chevrolet,Equinox FWD,Sport Utility Vehicle - 2WD,Front-Wheel Drive,Automatic 6-Speed,4,23,2.4,No,No,Regular Gasoline,26,22,31,2050
2009,Chevrolet,Equinox FWD,Sport Utility Vehicle - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,24,3,No,No,Regular Gasoline,20,17,24,2050
2009,Chevrolet,Tahoe 1500 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,509,5.3,No,No,Regular Gasoline,17,15,21,2050
2009,Chevrolet,Avalanche 1500 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,511,5.3,No,No,Regular Gasoline,17,15,21,1150
2009,Chevrolet,Suburban 1500 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,520,5.3,No,No,Regular Gasoline,17,15,21,1600
2009,Dodge,Durango 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 5-Speed,6,35,3.6,No,No,Regular Gasoline,19,16,23,1500
2009,Dodge,Journey FWD,Sport Utility Vehicle - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,531,3.6,No,No,Regular Gasoline,20,17,25,1600
2009,Ford,Escape FWD FFV,Sport Utility Vehicle - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,99,3,No,No,Regular Gasoline,21,19,25,1650
2009,GMC,Terrain FWD,Sport Utility Vehicle - 2WD,Front-Wheel Drive,Automatic 6-Speed,4,59,2.4,No,No,Regular Gasoline,26,22,31,1750
2009,GMC,Terrain FWD,Sport Utility Vehicle - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,60,3,No,No,Regular Gasoline,20,17,24,1600
2009,GMC,Yukon 1500 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,560,5.3,No,No,Regular Gasoline,17,15,21,1500
2009,GMC,Yukon 1500 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,561,6.2,No,No,Regular Gasoline,16,14,18,1650
2009,GMC,Yukon XL 1500 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,568,5.3,No,No,Regular Gasoline,17,15,21,1850
2009,GMC,Yukon XL 1500 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,569,6.2,No,No,Regular Gasoline,16,14,18,1850
2009,Jeep,Grand Cherokee 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 5-Speed,6,31,3.6,No,No,Regular Gasoline,19,17,23,1750
2009,Cadillac,Escalade AWD,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic 6-Speed,8,503,6.2,No,No,Regular Gasoline,15,13,18,1750
2009,Chevrolet,Equinox AWD,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic 6-Speed,4,26,2.4,No,No,Regular Gasoline,23,20,28,2200
2009,Chevrolet,Equinox AWD,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic 6-Speed,6,27,3,No,No,Regular Gasoline,19,16,23,2200
2009,Chevrolet,Avalanche 1500 4WD,Sport Utility Vehicle - 4WD,4-Wheel Drive,Automatic 6-Speed,8,510,5.3,No,No,Regular Gasoline,17,15,21,2100
2009,Chevrolet,Tahoe 1500 4WD,Sport Utility Vehicle - 4WD,4-Wheel Drive,Automatic 6-Speed,8,522,5.3,No,No,Regular Gasoline,17,15,21,2350
2009,Chevrolet,Suburban 1500 4WD,Sport Utility Vehicle - 4WD,4-Wheel Drive,Automatic 6-Speed,8,524,5.3,No,No,Regular Gasoline,17,15,21,2500
2009,Dodge,Durango 4WD,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic 5-Speed,6,36,3.6,No,No,Regular Gasoline,19,16,23,2500
2009,Ford,Escape AWD FFV,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic 6-Speed,6,98,3,No,No,Regular Gasoline,20,18,23,2700
2009,GMC,Terrain AWD,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic 6-Speed,4,62,2.4,No,No,Regular Gasoline,23,20,28,2350
2009,GMC,Terrain AWD,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic 6-Speed,6,63,3,No,No,Regular Gasoline,19,16,23,2500
2009,GMC,Yukon XL 1500 4WD,Sport Utility Vehicle - 4WD,4-Wheel Drive,Automatic 6-Speed,8,572,5.3,No,No,Regular Gasoline,17,15,21,2700
2009,GMC,Yukon Denali 1500 AWD,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic 6-Speed,8,573,6.2,No,No,Regular Gasoline,15,13,18,2700
2009,GMC,Yukon 1500 4WD,Sport Utility Vehicle - 4WD,4-Wheel Drive,Automatic 6-Speed,8,574,5.3,No,No,Regular Gasoline,17,15,21,1750
2009,Jeep,Grand Cherokee 4WD,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic 5-Speed,6,32,3.6,No,No,Regular Gasoline,19,16,23,1650
2009,Saab,9-5 Sedan,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,191,2,Yes,No,Regular Gasoline,21,18,28,2200
2009,Saab,9-5 Sedan,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,154,2,Yes,No,Regular Gasoline,24,20,32,2350
2009,Saab,9-3 Convertible,Compact Cars,Front-Wheel Drive,Automatic (S6),4,72,2,Yes,No,Regular Gasoline,21,18,28,1850
2009,Saab,9-3 Convertible,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,73,2,Yes,No,Regular Gasoline,24,20,32,2050
2009,Cadillac,SRX 2WD,Sport Utility Vehicle - 2WD,Front-Wheel Drive,Automatic (S6),6,20,3.6,No,No,Regular Gasoline,19,17,24,1850
2009,Cadillac,SRX AWD,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic (S6),6,19,3.6,No,No,Regular Gasoline,18,16,23,2050
2009,Chevrolet,Volt,Compact Cars,Front-Wheel Drive,Auto (AV),4,32,1.4,No,No,Premium Gasoline,37,35,40,1950
2009,Mercedes-Benz,C300 4matic,Compact Cars,4-Wheel Drive,Automatic 7-Speed,6,26,3,No,No,Premium Gasoline,20,18,25,2200
2009,Buick,Regal,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,116,2.4,No,No,Regular Gasoline,23,19,30,1950
2009,Buick,Regal,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,138,2,Yes,No,Regular Gasoline,22,18,28,2200
2009,Chrysler,300,Large Cars,Rear-Wheel Drive,Automatic 8-Speed,6,114,3.6,No,No,Regular Gasoline,23,19,30,1150
2009,Chrysler,300 AWD,Large Cars,All-Wheel Drive,Automatic 8-Speed,6,116,3.6,No,No,Regular Gasoline,21,18,27,1150
2009,Dodge,Charger,Large Cars,Rear-Wheel Drive,Automatic 8-Speed,6,113,3.6,No,No,Regular Gasoline,23,19,30,1200
2009,Dodge,Charger AWD,Large Cars,All-Wheel Drive,Automatic 8-Speed,6,115,3.6,No,No,Regular Gasoline,21,18,27,1100
2009,Dodge,Ram 1500 Pickup 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,56,4.7,No,No,Regular Gasoline,16,14,20,1750
2009,Dodge,Ram 1500 Pickup 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,8,57,4.7,No,No,Regular Gasoline,16,14,19,1500
2009,Toyota,Tundra 4WD FFV,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,64,5.7,No,No,Regular Gasoline,15,13,18,2500
2009,Chevrolet,Express 2500 2WD Conversion Cargo,"Vans, Cargo Type",Rear-Wheel Drive,Automatic 6-Speed,8,610,6,No,No,Regular Gasoline,12,10,15,2500
2009,Chevrolet,Express 2500 2WD Cargo,"Vans, Cargo Type",Rear-Wheel Drive,Automatic 6-Speed,8,614,6,No,No,Regular Gasoline,12,10,15,2350
2009,Chevrolet,Express 3500 2WD Cargo,"Vans, Cargo Type",Rear-Wheel Drive,Automatic 6-Speed,8,615,6,No,No,Regular Gasoline,12,10,14,2500
2009,Ford,E150 Van FFV,"Vans, Cargo Type",Rear-Wheel Drive,Automatic 4-Speed,8,146,4.6,No,No,Regular Gasoline,15,13,17,2500
2009,Ford,E250 Van FFV,"Vans, Cargo Type",Rear-Wheel Drive,Automatic 4-Speed,8,148,4.6,No,No,Regular Gasoline,15,13,17,2500
2009,Ford,E150 Van FFV,"Vans, Cargo Type",Rear-Wheel Drive,Automatic 4-Speed,8,150,5.4,No,No,Regular Gasoline,14,12,16,2900
2009,Ford,E250 Van FFV,"Vans, Cargo Type",Rear-Wheel Drive,Automatic 4-Speed,8,151,5.4,No,No,Regular Gasoline,14,12,16,2700
2009,Ford,E350 Van FFV,"Vans, Cargo Type",Rear-Wheel Drive,Automatic 4-Speed,8,153,5.4,No,No,Regular Gasoline,13,12,16,2700
2009,GMC,Savana 2500 2WD Conversion (cargo),"Vans, Cargo Type",Rear-Wheel Drive,Automatic 6-Speed,8,616,6,No,No,Regular Gasoline,12,10,15,2900
2009,GMC,Savana 2500 2WD (cargo),"Vans, Cargo Type",Rear-Wheel Drive,Automatic 6-Speed,8,619,6,No,No,Regular Gasoline,12,10,15,2900
2009,GMC,Savana 3500 2WD (cargo),"Vans, Cargo Type",Rear-Wheel Drive,Automatic 6-Speed,8,620,6,No,No,Regular Gasoline,12,10,14,2700
2009,Chevrolet,Express 2500 2WD Passenger,"Vans, Passenger Type",Rear-Wheel Drive,Automatic 6-Speed,8,555,4.8,No,No,Regular Gasoline,13,11,17,2900
2009,Chevrolet,Express 3500 2WD Passenger,"Vans, Passenger Type",Rear-Wheel Drive,Automatic 6-Speed,8,556,4.8,No,No,Regular Gasoline,13,11,17,2200
2009,Chevrolet,Express 2500 2WD Passenger,"Vans, Passenger Type",Rear-Wheel Drive,Automatic 6-Speed,8,612,6,No,No,Regular Gasoline,13,11,16,2050
2009,Chevrolet,Express 3500 2WD Passenger,"Vans, Passenger Type",Rear-Wheel Drive,Automatic 6-Speed,8,613,6,No,No,Regular Gasoline,12,10,15,2500
2009,Ford,E150 Wagon FFV,"Vans, Passenger Type",Rear-Wheel Drive,Automatic 4-Speed,8,147,4.6,No,No,Regular Gasoline,14,13,16,1950
2009,Ford,E150 Wagon FFV,"Vans, Passenger Type",Rear-Wheel Drive,Automatic 4-Speed,8,152,5.4,No,No,Regular Gasoline,13,12,16,2350
2009,Ford,E350 Wagon FFV,"Vans, Passenger Type",Rear-Wheel Drive,Automatic 4-Speed,8,165,5.4,No,No,Regular Gasoline,13,11,15,2050
2009,GMC,Savana 2500 2WD (Passenger),"Vans, Passenger Type",Rear-Wheel Drive,Automatic 6-Speed,8,607,4.8,No,No,Regular Gasoline,13,11,17,2500
2009,GMC,Savana 3500 2WD (Passenger),"Vans, Passenger Type",Rear-Wheel Drive,Automatic 6-Speed,8,608,4.8,No,No,Regular Gasoline,13,11,17,2500
2009,GMC,Savana 2500 2WD (Passenger),"Vans, Passenger Type",Rear-Wheel Drive,Automatic 6-Speed,8,617,6,No,No,Regular Gasoline,13,11,16,1500
2009,GMC,Savana 3500 2WD (Passenger),"Vans, Passenger Type",Rear-Wheel Drive,Automatic 6-Speed,8,618,6,No,No,Regular Gasoline,12,10,15,1850
2009,Ford,Expedition 2WD FFV,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,186,5.4,No,No,Regular Gasoline,16,14,20,1350
2009,Lincoln,Navigator 4WD FFV,Sport Utility Vehicle - 4WD,Part-time 4-Wheel Drive,Automatic 6-Speed,8,162,5.4,No,No,Regular Gasoline,15,13,18,1750
2009,Lincoln,Navigator 2WD FFV,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,184,5.4,No,No,Regular Gasoline,16,14,20,2050
2009,Cadillac,Escalade Ext AWD,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic 6-Speed,8,507,6.2,No,No,Regular Gasoline,14,13,18,2200
2009,Cadillac,Escalade ESV AWD,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic 6-Speed,8,508,6.2,No,No,Regular Gasoline,14,13,18,2050
2009,Ford,Expedition 4WD FFV,Sport Utility Vehicle - 4WD,Part-time 4-Wheel Drive,Automatic 6-Speed,8,161,5.4,No,No,Regular Gasoline,15,13,18,2350
2009,GMC,Yukon XL 1500 AWD,Sport Utility Vehicle - 4WD,All-Wheel Drive,Automatic 6-Speed,8,576,6.2,No,No,Regular Gasoline,14,13,18,2050
2009,Toyota,Sequoia 4WD FFV,Sport Utility Vehicle - 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,63,5.7,No,No,Regular Gasoline,15,13,18,2200
2009,Bentley,Continental GTC,Subcompact Cars,All-Wheel Drive,Automatic (S6),12,88,6,Yes,No,Premium Gasoline,14,11,19,2050
2009,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,6,117,3.7,No,No,Regular Gasoline,19,17,23,2500
2009,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),6,118,3.7,No,No,Regular Gasoline,19,17,23,1850
2009,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 6-Speed,8,139,5,No,No,Regular Gasoline,17,15,21,1850
2009,Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),8,140,5,No,No,Regular Gasoline,17,15,21,2200
2009,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic 6-Speed,6,122,3.7,No,No,Regular Gasoline,18,16,21,2350
2009,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),6,123,3.7,No,No,Regular Gasoline,18,16,21,2100
2009,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic 6-Speed,8,141,5,No,No,Regular Gasoline,16,14,19,1900
2009,Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,142,5,No,No,Regular Gasoline,16,14,19,1900
2009,Nissan,Armada 2WD,Sport Utility Vehicle - 2WD,Rear-Wheel Drive,Automatic 5-Speed,8,291,5.6,No,No,Regular Gasoline,15,13,19,1900
2009,Nissan,Armada 4WD,Sport Utility Vehicle - 4WD,4-Wheel Drive,Automatic 5-Speed,8,292,5.6,No,No,Regular Gasoline,14,12,18,1850
2009,Buick,Verano,Compact Cars,Front-Wheel Drive,Automatic (S6),4,141,2.4,No,No,Regular Gasoline,24,21,31,2100
2009,Buick,LaCrosse,Midsize Cars,Front-Wheel Drive,Automatic (S6),6,9,3.6,No,No,Regular Gasoline,21,17,27,2350
2009,Nissan,Titan 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 5-Speed,8,293,5.6,No,No,Regular Gasoline,15,13,18,2500
2009,Nissan,Titan 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 5-Speed,8,294,5.6,No,No,Regular Gasoline,14,12,17,2350
2009,Ram,C/V Cargo Van,Minivan - 2WD,Front-Wheel Drive,Automatic 6-Speed,6,543,3.6,No,No,Regular Gasoline,20,17,25,2500
2009,Ford,Taurus AWD FFV,Large Cars,All-Wheel Drive,Automatic (S6),6,187,3.5,No,No,Regular Gasoline,21,18,26,1750
2009,Ford,Explorer AWD FFV,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),6,114,3.5,No,No,Regular Gasoline,19,17,23,1650
2009,Ford,Taurus FWD FFV,Large Cars,Front-Wheel Drive,Automatic (S6),6,186,3.5,No,No,Regular Gasoline,22,19,28,1450
2009,Ford,Explorer 2WD FFV,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),6,115,3.5,No,No,Regular Gasoline,20,17,24,1600
2009,Mercedes-Benz,E350 Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,6,818,3.5,No,No,Premium Gasoline,22,19,28,1450
2009,Mercedes-Benz,E350 Coupe,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,6,819,3.5,No,No,Premium Gasoline,23,20,28,1650
2009,Mercedes-Benz,E350 4matic Coupe,Subcompact Cars,4-Wheel Drive,Automatic 7-Speed,6,820,3.5,No,No,Premium Gasoline,22,19,27,1450
2009,Ford,Focus FWD FFV,Compact Cars,Front-Wheel Drive,Manual 5-Speed,4,32,2,No,No,Regular Gasoline,29,26,35,1650
2009,Ford,Focus FWD FFV,Compact Cars,Front-Wheel Drive,Auto(AM6),4,193,2,No,No,Regular Gasoline,31,27,37,1450
2009,Ford,Focus SFE FWD FFV,Compact Cars,Front-Wheel Drive,Auto(AM6),4,194,2,No,No,Regular Gasoline,32,28,39,700
